,text,sentiment,transformed_text
1034,Quando a imprensa ajuda a fazer o trabalho dos canalhas,0,imprens ajud faz trabalh canalh
1035,"Tenham mais compostura, senhoras e senhores! Governo usa tragédia para fazer marketing político e pessoal!",0,compost senh senh govern usa traged faz marketing poli pessoal
1036,"O incompreensível, o irremediável e o inaceitável",0,incompreensi irremedia inaceita
1037,Eliminar a assinatura do criminoso,0,elimin assinat crimin
1038,"Acho que Rodrigo Pimentel está errado, mas, se quiser, ele pode dizer por que acha que está certo",0,ach rodrig pimentel err quis pod diz ach cert
1039,Era batata! Eu conheço essa gente! Ministro da Justiça anuncia campanha em favor do desarmamento,0,batat conhec gent ministr jus anunc campanh favor desarm
1040,“ADA Capeta”,0,ada capet
1041,Sobre as culpas e a “imagem do Brasil lá fora”,0,sobr culp imag la
1042,O psicopata desencadeia o surto dos esquerdopatas!,0,psicopat desencade surt esquerdopat
1043,Outro trecho da carta pede especial atenção da Polícia. Terá o assassino agido sozinho?,0,outr trech cart ped espec atenca polic assassin agid so
1044,"Em meio à tragédia, começam a circular as idéias estúpidas que pretendem punir os que não são nem loucos nem criminosos",0,mei traged comec circul ide estup pretend pun louc crimin
1045,Leia trecho da carta deixada por assassino,0,lei trech cart deix assassin
1046,A tragédia no Rio e o festival de bobagens,0,traged rio festiv bob
1047,Tragédia em escola no Rio de Janeiro,0,traged escol rio jan
1048,Balanço oficial registra mais de 10.000 mortos,0,balanc ofic registr 10 000 mort
1049,ONU usa rede de sensores para medir radiação no planeta,0,onu usa red sensor med radiaca planet
1050,Air France é indiciada por tragédia com Airbus A330,0,air franc indici traged airbu a330
1051,A rotina dos sobreviventes em Sendai,0,rotin sobreviv send
1052,Imperador Akihito vai à TV pedir calma população,0,imper akihit tv ped calm populaca
1053,Ministro da Canalhice,0,ministr canalh
1054,Busca por sobreviventes é complicada,0,busc sobreviv complic
1055,Crianças choram ao ver onda gigante,0,crianc chor ver ond gigant
1056,O momento em que o tsunami atingiu a costa,0,moment tsunam ating cost
1057,Resgate e ajuda internacional para o Japão,0,resgat ajud internac japa
1058,"Depois do tsunami, os destroços",0,tsunam destroc
1059,A chegada do tsunami,0,cheg tsunam
1060,Perigo nuclear no Japão,0,perig nucle japa
1061,Carlos Zaha: “os japoneses são treinados para sobreviver”,0,carl zah japones trein sobreviv
1062,Simulação da onda do tsunami,0,simulaca ond tsunam
1063,Noite de alerta depois de terremoto e tsunami no Japão,0,noit alert terremot tsunam japa
1064,‘Comecei a reconsiderar minha permanência no Japão’,0,comec reconsider permanenc japa
1065,"“A terra estava roncando”, conta brasileiro em Tóquio",0,"terr ronc "", cont toqui"
1066,Nova Zelândia abandona buscas por sobreviventes de terremoto,0,nov zeland abandon busc sobreviv terremot
1067,Sobe para 159 o número de mortos por terremoto na Nova Zelândia,0,sob 159 numer mort terremot nov zeland
1068,"Um ano após terremoto, sequelas ainda à vista no Chile",0,ano apo terremot sequel aind vist chil
1069,Técnicos vistoriam moradias na Nova Zelândia,0,tecn vistor morad nov zeland
1070,Um horizonte sem teto,0,horizont tet
1071,Terremoto deixa 65 mortos na Nova Zelândia,0,terremot deix 65 mort nov zeland
1072,A tragédia longe dos holofotes,0,traged long holofot
1073,Heróis submersos no anonimato,0,heroil submers anonimat
1074,A vida depois da tragédia,0,vid traged
1075,A tragédia longe dos holofotes,0,traged long holofot
1076,"Contra a chuva, um punhado de medidas desconexas",0,contr chuv punh med desconex
1077,Heróis na tragédia,0,heroil traged
1078,Dilma esquece a contagem dos mortos para contar vantagem e troca a carranca de luto pelo sorriso de aeromoça de Tupolev,0,dilm esquec cont mort cont vantag troc carranc lut sorris aeromoc tupolev
1079,Conselho de Defesa Civil não aprova resolução há 6 anos,0,conselh defês civil aprov resoluca 6 ano
1080,"A tragédia das chuvas no Rio, contada pelas vítimas",0,traged chuv rio cont vit
1081,"A catástrofe no Rio, contada pelas vítimas",0,catastrof rio cont vit
1082,A tragédia da chuva no Rio de Janeiro,0,traged chuv rio jan
1083,"Em São Paulo, sistemas de alerta já fazem a diferença",0,paul sistem alert faz diferenc
1084,Vítima da tragédia: “Perdi tudo”,0,vit traged perd tud
1085,Teresópolis: sobrevoando o desastre,0,teresopolil sobrevo desastr
1086,Teresópolis destruída pelas chuvas,0,teresopolil destru chuv
1087,A tragédia se repete,0,traged repet
1088,Balões brancos marcam 1 ano de terremoto em Porto Príncipe,0,balo branc marc 1 ano terremot port princip
1089,Fenômeno raro e ocupação das encostas agravam tragédia,0,fenomen rar ocupaca encost agrav traged
1090,Chuvas no Rio de Janeiro,0,chuv rio jan
1091,"Haiti, um ano depois",0,hait ano
1092,Rio enfrenta catástrofe pior que a do réveillon de 2010,0,rio enfrent catastrof pi reveillon 2010
1093,Governador do Rio pede ajuda à Marinha para socorrer vítimas da chuva na Região Serrana,0,govern rio ped ajud mar socorr vit chuv regia serr
1094,Chuva causa 14 mortes na região serrana do Rio,0,chuv caus 14 mort regia serr rio
1095,ONU enfrenta dúvidas e hostilidade na sua missão no Haiti,0,onu enfrent duvid hostil missa hait
1096,"Um ano depois da tragédia, Haiti ainda espera por ajuda",0,ano traged hait aind esper ajud
1097,O resultado do abandono: Rio tem 18 mil imóveis em áreas com risco de deslizamento de terra,0,result abandon rio 18 imovel are risc desliz terr
1098,Deslizamento mata três crianças em Petrópolis,0,desliz mat tre crianc petropolil
1099,Confirmada 15ª morte causada pela chuva em Minas,0,confirm 15a mort caus chuv min
1100,Nova Zelândia vai investigar catástrofe em mina de carvão,0,nov zeland investig catastrof min carva
1101,Camboja tem dia de luto pelas 347 vítimas de tragédia,0,camboj dia lut 347 vit traged
1102,Encostas do Rio ainda estão vulneráveis às chuvas,0,encost rio aind vulnera chuv
1103,"Seis meses depois da tragédia, temporal alaga ruas do Rio",0,seil mes traged tempor alag rua rio
1104,Nasa detecta asteroide que pode colidir com a Terra em 2200,0,nas detect asteroid pod colid terr 2200
1105,Avião cai no Paquistão com 152 pessoas a bordo; ninguém sobreviveu,0,avia cai paquista 152 pesso bord ning sobreviv
1106,Tumulto em festival de música eletrônica deixa 18 mortos,0,tumult festiv music eletron deix 18 mort
1107,PM teria exigido R$ 10 mil de rapaz após atropelamento de filho de Cissa,0,pm exig r 10 rapaz apo atropel filh ciss
1108,Furacão Alex mata 20 pessoas no México,0,furaca alex mat 20 pesso mexic
1109,Culpa das vítimas,0,culp vit
1110,BP afirma que já consegue recolher mais da metade do petróleo que vaza,0,bp afirm conseg recolh metad petrole vaz
1111,Palhaços levam alegira às crianças do Haiti,0,palhac lev aleg crianc hait
1112,O mais obsceno top-top-top da História sempre vale replay,0,obscen top top top hist sempr val replay
1113,Indonésia pede ajuda ao mundo após terremoto,0,indones ped ajud mund apo terremot
1114,Testemunhas narram a tragédia em Santo André,0,testemunh narr traged sant andr
1115,França nomeia embaixador para famílias das vítimas,0,franc nome embaix famil vit
1116,Recife preparado para receber e identificar os corpos,0,recif prepar receb identific corp
1117,Alencar decreta luto oficial de 3 dias,0,alenc decret lut ofic 3 dia
1118,Tragédia aérea – Acreditem: Lula supera Lula na bobagem,0,traged aere acredit lul sup lul bob
1119,Bombeiros resgatam 14 corpos de destroços de avião,0,bomb resgat 14 corp destroc avia
1120,Avião cai e mata 11 em Trancoso. Banqueiro estaria entre vítimas,0,avia cai mat 11 tranc banc est vit
1121,Riscos de deslizamentos continuam,0,risc desliz continu
1122,"Governo libera ajuda de R$ 1,6 bilhão",0,govern lib ajud r 1 6 bilha
1123,"Negros são 75% dos mortos pela polícia no Brasil, aponta relatório",0,negr 75 mort polic apont relatori
1124,cientistas descobrem anticorpos potentes contra novo coronavirus (covid),0,cient descobr anticorp potent contr nov coronaviru covid
1125,Maioria das grávidas que morreram de covid-19 no mundo são do Brasil,0,maior grav morr covid 19 mund
1126,Morre o ex-presidente da Câmara Severino Cavalcanti,0,morr ex presid cam severin cavalcant
1127,"Pela primeira vez, estado de SP supera 15 mil internados por covid-19",0,prim vez est sp sup 15 intern covid 19
1128,"Economistas preveem 2,5 milhões de casos de covid-19 até o fim do mês",0,econom preve 2 5 milho cas covid 19 fim me
1129,Governo dos EUA aplica primeira pena de morte a preso após 17 anos,0,govern eua aplic prim pen mort pres apo 17 ano
1130,"2ª onda de covid-19 pode causar 120 mil mortes no Reino Unido, diz estudo",0,2a ond covid 19 pod caus 120 mort rein unid diz estud
1131,Autoridades dizem que corpo encontrado em lago é de Naya Rivera,0,autoridad diz corp encontr lag nay riv
1132,Como uma pessoa isolada em quarentena passou covid-19 para 71 pessoas,0,pesso isol quarenten pass covid 19 71 pesso
1133,"Com quase 50 casos confirmados, ebola se espalha no Congo",0,quas 50 cas confirm ebol espalh cong
1134,Adolescente morre vítima de peste bubônica na Mongólia,0,adolesc morr vit pest bubon mongol
1135,México supera 35 mil mortes e se torna 4º do mundo com mais óbitos,0,mexic sup 35 mort torn 4o mund obit
1136,novo coronavirus (covid) causa alteracoes anormais no coracao dos infectados,0,nov coronaviru covid caus alteraco anorm coraca infect
1137,maior estudo sobre coronavirus (covid) indica principais fatores de risco,0,mai estud sobr coronaviru covid indic princip fat risc
1138,"Zindzi Mandela, filha de Nelson Mandela, morre na África do Sul",0,zindz mandel filh nelson mandel morr afric sul
1139,"Brasil registra 968 mortes por covid-19 e supera 1,8 milhão de casos",0,registr 968 mort covid 19 sup 1 8 milha cas
1140,São Paulo ultrapassou marca de 366 mil casos confirmados de covid-19,0,paul ultrapass marc 366 cas confirm covid 19
1141,"Em outra pandemia, Brasil já perdeu presidente em 1919",0,outr pandem perd presid 1919
1142,Ex-deputado Alfredo Sirkis morre em acidente de carro no Rio de Janeiro,0,ex deput alfred sirkil morr acid carr rio jan
1143,"Prefeito de Seul que estava desaparecido é encontrado morto, diz agência",0,prefeit seul desaparec encontr mort diz agenc
1144,Morre o dramaturgo e escritor Antonio Bivar aos 81 anos,0,morr dramaturg escri antoni biv 81 ano
1145,Inundações transformam ruas em rios e deixam ao menos 44 mortos no Japão,0,inundaco transform rua rio deix menos 44 mort japa
1146,Compositor italiano Ennio Morricone morre aos 91 anos,0,composi itali enni morricon morr 91 ano
1147,"Martha Rocha, a primeira Miss Brasil, morre aos 83 anos",0,marth roch prim mis morr 83 ano
1148,"Após reabertura, casos da covid-19 aumentam em 12 de 18 capitais do Brasil",0,apo reabert cas covid 19 aument 12 18 capit
1149,Dados apontam subnotificação da covid-19 nas favelas do Rio,0,dad apont subnotificaca covid 19 favel rio
1150,Ator Leonardo Villar morre aos 96 anos,0,at leonard vill morr 96 ano
1151,"Covid-19, violência e morte: o estressante ofício de paramédicos mexicanos",0,covid 19 violenc mort estress ofici paramed mexic
1152,"Operação de Segurança deixa 1.324 mortos na Venezuela em 5 meses, diz ONU",0,operaca seguranc deix 1 324 mort venezuel 5 mes diz onu
1153,O mistério da morte de centenas de elefantes em Botsuana,0,misteri mort centen elefant botsu
1154,Tsunami de lama mata 126 mineiros em Mianmar; veja vídeo,0,tsunam lam mat 126 min mianm vej vide
1155,Ciclone-bomba deixa 10 mortos e rastro de destruição no Sul,0,ciclon bomb deix 10 mort rastr destruica sul
1156,Mortes por covid-19 na América Latina podem quadruplicar sem prevenção,0,mort covid 19 amer latin pod quadruplic prevenca
1157,"Osório Furlan, um dos pioneiros da Sadia, morre aos 97 anos",0,osori furlan pioneir sad morr 97 ano
1158,"Brasil empurra combate à covid-19 com a barriga, diz biólogo",0,empurr combat covid 19 barrig diz biolog
1159,"brasil tem 57.658 mortes por coronavirus (covid), mostra consorcio",0,"57 658 mort coronaviru covid ), mostr consorci"
1160,"Mortes de crianças por covid-19 são extremamente incomuns, diz estudo",0,mort crianc covid 19 extrem incomum diz estud
1161,"SP tem mais mortes após reabrir, mas governo diz que é cedo para deduções",0,sp mort apo reabr govern diz ced deduco
1162,mortes por coronavirus (covid) no brasil devem passar de 166 mil ate outubro,0,mort coronaviru covid dev pass 166 outubr
1163,Argentina em quarentena atinge 1.000 mortes por covid-19,0,argentin quarenten ating 1 000 mort covid 19
1164,Ataque com faca deixa mortos na Inglaterra; polícia considera “terrorismo”,0,ataqu fac deix mort inglaterr polic consid terror
1165,"Com mais de 600 novos óbitos, Brasil supera 50 mil mortes por covid-19",0,600 nov obit sup 50 mort covid 19
1166,"Homem se recusa a usar máscara em mercado, esfaqueia gerente e é morto",0,hom recus us masc merc esfaque gerent mort
1167,"Morre Nevaldo Rocha, fundador do grupo Guararapes, da Riachuelo",0,morr nevald roch fund grup guararap riachuel
1168,india passa brasil e registra mais de 2 mil mortes por coronavirus (covid) em 24h,0,ind pass registr 2 mort coronaviru covid 24h
1169,A América fracassa no teste do marshmallow,0,amer fracass test marshmallow
1170,"Com fiança de US$ 750 mil, policial envolvido na morte de Floyd é solto",0,fianc us 750 polic envolv mort floyd solt
1171,Morte de mais um homem negro por asfixia é investigada nos Estados Unidos,0,mort hom negr asfix investig est unid
1172,Isolamento britânico uma semana antes poderia ter reduzido mortes em 50%,0,isol britan seman ant pod ter reduz mort 50
1173,Brasil passa Suécia em mortes por milhão por covid-19,0,pass suec mort milha covid 19
1174,"Terry Crews faz vídeo para família de João Pedro, menino negro morto no RJ",0,terry crew faz vide famil joa pedr menin negr mort rj
1175,Enterro de George Floyd em Houston ganha aspecto de campanha eleitoral,0,enterr georg floyd houston ganh aspect campanh eleitor
1176,"Morre a cantora Bonnie Pointer, das Pointer Sisters, aos 69 anos",0,morr can bonni point point sist 69 ano
1177,"Mortes por covid-19 passam de 51 mil no Reino Unido, incluindo suspeitas",0,mort covid 19 pass 51 rein unid inclu suspeit
